Year,Country,Pilgrimage_Type,Total_Pilgrims,Male_Percentage,Female_Percentage,Average_Age,Average_Travel_Cost_USD,Visa_Approval_Rate,Flights_Arranged,Hotels_Booked,Satisfaction_Rating,Economic_Impact_USD
2001,Japan,Umrah,187650,52.61,47.39,51.3,11627.0,75.91,93,17,3.57,2820758239.64
2001,Japan,Ziyarat,343083,50.53,49.47,37.4,8248.08,75.68,257,113,4.04,2681504087.08
2001,South Korea,Hajj,352589,60.87,39.13,37.5,10500.38,96.28,133,49,4.01,4065562685.03
2001,South Korea,Umrah,255870,48.68,51.32,54.8,8370.07,74.41,279,255,4.71,1322777130.44
2001,South Korea,Ziyarat,461586,55.1,44.9,57.0,5886.49,98.54,40,167,4.27,1809480279.56
2001,Russia,Hajj,399341,64.6,35.4,47.7,2863.18,89.92,150,205,4.44,1589600432.48
2001,Russia,Umrah,266501,52.58,47.42,57.2,5036.83,78.6,453,143,4.42,1093118632.72
2001,Russia,Ziyarat,428306,63.03,36.97,47.6,4797.64,77.38,489,140,4.76,2107123131.31
2001,Brazil,Hajj,336759,59.24,40.76,52.8,2556.69,76.96,199,43,3.7,818241138.08
2001,Brazil,Umrah,207041,57.28,42.72,41.1,7561.12,91.4,127,148,4.69,1180318898.92
2001,Brazil,Ziyarat,476328,47.53,52.47,48.3,4913.59,89.9,175,56,3.35,3173076614.23
2001,South Africa,Hajj,33795,64.83,35.17,30.2,2309.32,79.87,461,152,3.43,41611947.08
2001,South Africa,Umrah,492028,53.17,46.83,50.8,10987.88,76.75,412,261,4.33,4110372762.55
2001,South Africa,Ziyarat,393832,62.48,37.52,28.0,3275.35,81.3,65,47,3.45,1137224426.17
2001,Kenya,Hajj,282181,52.61,47.39,57.3,2662.57,82.25,300,279,4.84,586062845.52
2001,Kenya,Umrah,285495,59.15,40.85,57.2,10173.41,90.28,303,182,4.93,3562813993.5
2001,Kenya,Ziyarat,278146,57.56,42.44,44.0,8168.44,83.05,139,173,3.19,1685596808.68
2001,Ethiopia,Hajj,326855,56.34,43.66,36.5,10157.62,72.15,462,231,4.2,1874149905.58
2001,Ethiopia,Umrah,186211,62.05,37.95,48.0,7728.83,95.88,146,264,3.16,1064297980.6
2001,Ethiopia,Ziyarat,102136,50.71,49.29,40.9,4311.66,92.89,488,264,4.32,331297836.1
2001,Thailand,Hajj,49900,56.98,43.02,31.4,2485.5,96.38,343,44,4.66,171029857.63
2001,Thailand,Umrah,487604,58.89,41.11,30.5,11062.1,83.47,34,156,4.79,5088520297.28
2001,Thailand,Ziyarat,150639,63.96,36.04,41.4,9782.42,88.55,330,37,3.47,1896173265.13
2001,Singapore,Hajj,275914,58.04,41.96,56.5,7806.84,91.56,276,81,4.27,1229797386.39
2001,Singapore,Umrah,492121,52.24,47.76,42.2,1979.31,74.06,399,102,3.95,1093401553.36
2001,Singapore,Ziyarat,78869,57.22,42.78,36.4,3673.42,84.98,68,199,4.67,389360443.75
2001,Philippines,Hajj,363182,61.05,38.95,45.2,6883.01,78.51,401,242,3.79,1467605890.38
2001,Philippines,Umrah,9648,61.36,38.64,43.9,10738.56,86.67,58,201,4.4,154664224.42
2001,Philippines,Ziyarat,88276,63.59,36.41,33.0,5593.66,91.17,91,118,4.22,399656860.34
2001,Nepal,Hajj,262324,59.37,40.63,56.6,9074.63,95.02,193,167,3.52,1331944766.86
2001,Nepal,Umrah,158262,62.43,37.57,35.7,8485.57,93.21,439,91,3.18,1472297615.75
2001,Nepal,Ziyarat,104239,60.02,39.98,30.1,2341.89,80.29,442,267,4.34,287732515.4
2001,Sri Lanka,Hajj,449865,62.76,37.24,46.0,6772.61,74.03,220,48,4.75,3729152388.39
2001,Sri Lanka,Umrah,327202,59.82,40.18,43.9,10204.69,98.75,277,90,4.39,3447487937.6
2001,Sri Lanka,Ziyarat,7282,54.72,45.28,45.3,1959.26,73.57,68,136,3.69,17537025.4
2001,Uzbekistan,Hajj,305536,46.35,53.65,39.6,10444.33,81.71,448,82,3.61,4113304790.77
2001,Uzbekistan,Umrah,41027,49.53,50.47,39.5,6226.3,86.8,60,72,3.2,354981623.12
2001,Uzbekistan,Ziyarat,445991,52.42,47.58,46.0,8908.65,89.96,186,299,3.33,3697158437.39
2001,Kazakhstan,Hajj,73803,45.9,54.1,50.9,11439.77,79.85,221,135,4.19,507637339.67
2001,Kazakhstan,Umrah,406983,57.12,42.88,38.9,3787.87,98.65,340,40,4.38,987475619.67
2001,Kazakhstan,Ziyarat,405285,45.55,54.45,43.2,11622.18,81.14,174,243,3.79,3830441565.45
2001,Azerbaijan,Hajj,388100,54.17,45.83,36.7,10950.87,73.37,189,133,3.63,5900760934.53
2001,Azerbaijan,Umrah,166475,64.9,35.1,44.4,2426.12,87.6,145,118,4.94,514367492.27
2001,Azerbaijan,Ziyarat,32716,48.08,51.92,44.6,7187.9,92.1,398,51,4.65,284310865.1
2001,Bosnia and Herzegovina,Hajj,206465,46.15,53.85,38.3,4337.6,98.03,378,101,4.17,1343087569.71
2001,Bosnia and Herzegovina,Umrah,42772,57.52,42.48,42.7,5718.68,98.82,271,113,3.65,316149932.35
2001,Bosnia and Herzegovina,Ziyarat,89754,49.03,50.97,39.9,1914.33,83.79,183,156,3.26,187800412.31
2001,Netherlands,Hajj,423058,52.07,47.93,41.8,1898.81,91.63,495,14,4.59,623179332.53
2001,Netherlands,Umrah,71093,45.69,54.31,57.1,11465.68,84.87,127,245,4.51,808552389.19
2001,Netherlands,Ziyarat,345662,52.51,47.49,36.6,3633.84,92.09,418,212,4.84,1083078045.54
2001,Sweden,Hajj,41304,62.31,37.69,57.4,5779.63,94.0,258,269,4.61,233107907.68
2001,Sweden,Umrah,130438,47.19,52.81,53.6,6111.07,94.56,371,156,3.62,602657420.88
2001,Sweden,Ziyarat,126668,55.21,44.79,46.8,11227.02,70.55,499,31,4.38,1738816662.45
2001,Norway,Hajj,123325,55.54,44.46,47.0,8266.94,93.77,188,161,4.47,1048656340.66
2001,Norway,Umrah,258661,45.18,54.82,57.9,8606.62,94.03,346,39,3.03,2755741329.17
2001,Norway,Ziyarat,168864,57.66,42.34,30.1,1559.49,97.18,207,137,4.62,364576669.03
2001,Denmark,Hajj,361898,57.27,42.73,30.7,6620.09,72.25,403,269,3.81,1356044873.81
2001,Denmark,Umrah,286954,55.98,44.02,47.0,7558.93,90.23,64,70,3.2,2969329337.29
2001,Denmark,Ziyarat,468937,46.54,53.46,43.0,9842.41,90.51,207,22,4.33,3282118432.44
2001,Belgium,Hajj,266570,61.07,38.93,55.9,5753.58,96.28,240,240,3.95,1113533776.63
2001,Belgium,Umrah,413808,49.39,50.61,29.0,3753.59,82.07,300,223,3.38,1894660067.95
2001,Belgium,Ziyarat,486823,53.99,46.01,45.6,8060.23,72.08,179,23,3.93,2882710570.06
2001,Switzerland,Hajj,406460,61.08,38.92,44.6,6961.78,74.14,490,273,3.54,2820334185.99
2001,Switzerland,Umrah,410453,62.64,37.36,52.7,9078.08,77.87,68,88,3.21,2567447516.38
2001,Switzerland,Ziyarat,252644,45.94,54.06,36.3,8923.25,71.82,325,273,3.01,1683643892.78
2001,Austria,Hajj,259840,46.65,53.35,55.9,10180.5,73.77,156,171,3.63,3409614511.19
2001,Austria,Umrah,118550,63.86,36.14,40.7,5461.79,97.15,198,195,3.08,689342205.09
2001,Austria,Ziyarat,97122,61.88,38.12,48.3,2960.72,77.37,254,22,3.37,223841067.52
2002,Pakistan,Hajj,365970,64.02,35.98,49.1,4629.55,73.06,486,220,4.29,928778631.01
2002,Pakistan,Umrah,284652,54.97,45.03,39.6,10591.11,83.8,165,265,3.74,2622296167.8
2002,Pakistan,Ziyarat,472835,62.18,37.82,33.6,7296.73,82.06,405,25,3.74,4725887505.67
2002,Saudi Arabia,Hajj,123581,62.6,37.4,34.5,8617.04,87.62,181,225,4.86,666335288.45
2002,Saudi Arabia,Umrah,159626,51.31,48.69,47.3,5648.87,90.68,457,74,4.78,710012369.11
2002,Saudi Arabia,Ziyarat,478314,58.34,41.66,52.7,9711.16,85.77,322,62,4.38,3446061833.82
2002,India,Hajj,253933,51.75,48.25,28.6,2805.87,82.0,428,120,3.66,1001826143.06
2002,India,Umrah,321275,45.2,54.8,41.9,11616.74,85.05,249,128,4.55,4750757003.83
2002,India,Ziyarat,244719,47.63,52.37,53.7,7541.23,72.22,194,231,3.74,1258137585.38
2002,Indonesia,Hajj,360718,45.35,54.65,36.8,9617.99,85.02,263,135,4.14,3705621061.41
2002,Indonesia,Umrah,191740,57.93,42.07,57.2,10394.14,70.68,350,273,4.57,2551754280.51
2002,Indonesia,Ziyarat,477519,49.14,50.86,32.6,10944.28,90.59,176,107,4.21,5087091944.44
2002,Malaysia,Hajj,108547,54.48,45.52,29.7,11556.79,97.34,152,105,4.3,1435837989.49
2002,Malaysia,Umrah,66215,46.51,53.49,39.0,3866.5,75.68,381,35,4.69,208694187.46
2002,Malaysia,Ziyarat,495834,47.94,52.06,52.3,8177.52,81.26,431,58,4.89,3395156749.27
2002,Turkey,Hajj,28989,54.4,45.6,54.7,8931.07,71.8,260,14,3.99,189063999.48
2002,Turkey,Umrah,40063,47.69,52.31,56.7,7061.43,77.01,80,131,4.36,163019267.63
2002,Turkey,Ziyarat,200877,63.57,36.43,50.8,7242.03,75.23,242,231,4.12,1984233012.36
2002,Bangladesh,Hajj,48527,49.18,50.82,29.5,10358.32,98.45,352,59,4.71,372960884.79
2002,Bangladesh,Umrah,244173,47.18,52.82,47.1,6731.48,81.79,206,99,4.05,1181974328.5
2002,Bangladesh,Ziyarat,439532,53.74,46.26,45.8,2267.36,88.05,173,269,4.66,1227905390.63
2002,Egypt,Hajj,265220,63.87,36.13,56.8,6975.33,98.34,266,17,3.32,1807262288.34
2002,Egypt,Umrah,303335,51.2,48.8,35.0,6311.46,92.66,103,97,4.53,2594525774.45
2002,Egypt,Ziyarat,163763,45.24,54.76,28.3,5248.81,96.86,445,264,4.27,620668165.08
2002,Nigeria,Hajj,68227,48.56,51.44,43.4,9986.89,77.36,174,150,3.0,954868169.87
2002,Nigeria,Umrah,45695,64.8,35.2,56.6,6694.09,84.87,346,250,4.27,180693760.03
2002,Nigeria,Ziyarat,113125,63.37,36.63,56.5,7559.79,80.36,293,182,3.5,909997432.9
2002,Iran,Hajj,253922,53.31,46.69,53.4,10973.48,95.44,423,125,3.06,3733274457.4
2002,Iran,Umrah,276400,45.78,54.22,29.1,3339.83,95.14,256,230,3.86,1125441871.14
2002,Iran,Ziyarat,401087,56.6,43.4,43.5,9467.15,78.19,207,208,4.79,5492413494.57
2002,Iraq,Hajj,443823,53.02,46.98,50.9,10143.19,95.78,261,125,3.41,3400236061.34
2002,Iraq,Umrah,178423,51.63,48.37,53.7,3674.3,72.06,343,280,4.76,629358014.24
2002,Iraq,Ziyarat,358646,61.22,38.78,53.1,4988.01,90.11,43,33,4.31,1165657869.3
2002,Afghanistan,Hajj,127808,54.27,45.73,29.4,4545.31,97.0,370,263,4.09,599529237.76
2002,Afghanistan,Umrah,430468,53.33,46.67,43.7,2073.66,98.22,410,112,3.61,717634679.29
2002,Afghanistan,Ziyarat,305546,62.65,37.35,29.6,3506.75,78.99,439,248,3.83,1349058921.88
2002,United Arab Emirates,Hajj,56001,51.06,48.94,37.8,8982.52,93.69,225,194,3.74,705218120.9
2002,United Arab Emirates,Umrah,232189,53.12,46.88,34.6,9506.07,85.73,475,250,3.76,2018422025.36
2002,United Arab Emirates,Ziyarat,200497,59.19,40.81,33.0,9696.63,86.93,158,19,3.96,1675289877.41
2002,Qatar,Hajj,485815,50.93,49.07,49.4,9469.56,72.97,340,200,4.02,3999086449.77
2002,Qatar,Umrah,277872,53.98,46.02,32.8,3392.06,72.85,217,10,3.24,589217122.38
2002,Qatar,Ziyarat,38276,62.23,37.77,36.2,9974.24,75.66,160,79,3.67,564462597.31
2002,Kuwait,Hajj,399754,47.38,52.62,50.9,8546.08,82.62,211,74,3.62,3356545330.86
2002,Kuwait,Umrah,352235,60.72,39.28,50.0,5535.73,70.73,391,87,4.41,2866821781.69
2002,Kuwait,Ziyarat,173636,46.95,53.05,44.8,6761.42,90.48,452,177,3.1,1179656079.85
2002,Jordan,Hajj,306338,54.65,45.35,31.6,11595.89,90.72,166,213,3.45,4899780347.31
2002,Jordan,Umrah,323552,48.15,51.85,37.3,4545.48,95.27,390,16,3.63,2110890215.59
2002,Jordan,Ziyarat,410105,61.66,38.34,55.2,1627.65,89.55,143,122,3.04,594536903.03
2002,Morocco,Hajj,97036,52.06,47.94,46.6,5007.52,91.25,353,78,3.14,623791373.7
2002,Morocco,Umrah,493765,46.68,53.32,38.0,8614.18,72.09,497,56,3.76,6303720730.75
2002,Morocco,Ziyarat,313307,58.43,41.57,47.0,3589.42,82.13,329,257,4.98,928072630.02
2002,Algeria,Hajj,478918,53.64,46.36,57.4,2208.78,85.04,36,15,4.1,1564477485.47
2002,Algeria,Umrah,329264,59.76,40.24,49.1,5938.65,80.05,223,80,3.53,1379196498.69
2002,Algeria,Ziyarat,37088,59.8,40.2,46.9,7270.87,90.0,173,228,3.15,391393727.13
2002,Tunisia,Hajj,217954,53.61,46.39,48.9,6309.23,72.67,341,299,4.41,1200838708.72
2002,Tunisia,Umrah,268450,58.52,41.48,49.2,7905.08,79.07,119,68,4.2,2899017125.59
2002,Tunisia,Ziyarat,341960,47.34,52.66,41.5,7928.71,76.18,454,57,3.01,3449591869.2
2002,Libya,Hajj,360171,59.02,40.98,48.4,5785.59,70.45,87,16,3.51,1980141447.65
2002,Libya,Umrah,269064,49.41,50.59,49.8,7981.11,91.44,281,185,4.33,2143221263.52
2002,Libya,Ziyarat,121506,53.67,46.33,30.8,9358.04,96.52,431,280,4.63,1151528656.75
2002,Sudan,Hajj,135970,45.18,54.82,45.7,7939.56,88.49,189,221,3.41,1245785059.51
2002,Sudan,Umrah,48764,62.55,37.45,50.2,1644.33,77.2,385,78,3.15,113153270.35
2002,Sudan,Ziyarat,15442,54.18,45.82,50.0,7870.68,89.51,357,103,4.9,162679013.28
2002,Somalia,Hajj,162221,52.67,47.33,42.8,4474.7,92.82,406,100,4.04,412638675.26
2002,Somalia,Umrah,87409,53.55,46.45,34.2,9897.05,79.67,463,293,4.83,1176371692.63
2002,Somalia,Ziyarat,416473,60.75,39.25,41.6,8117.6,77.2,207,239,3.86,3186521329.09
2002,Yemen,Hajj,135299,47.89,52.11,51.5,5903.59,84.5,158,195,3.04,639835413.21
2002,Yemen,Umrah,296071,53.15,46.85,42.1,1797.27,76.09,148,12,3.82,614690489.62
2002,Yemen,Ziyarat,454920,63.48,36.52,31.4,6922.46,92.81,367,30,4.49,3843762920.19
2002,United States,Hajj,314550,58.7,41.3,31.3,4536.47,78.98,463,292,4.03,1477680035.13
2002,United States,Umrah,324764,59.85,40.15,30.3,10662.68,94.02,321,41,4.62,4454469802.85
2002,United States,Ziyarat,67061,52.09,47.91,43.2,11381.77,95.41,232,146,3.16,1014291403.48
2002,United Kingdom,Hajj,61358,48.88,51.12,53.8,8607.88,94.3,490,223,3.59,506607592.82
2002,United Kingdom,Umrah,360926,48.59,51.41,48.8,3910.78,73.41,420,256,3.0,1720253630.23
2002,United Kingdom,Ziyarat,439821,60.79,39.21,36.9,7184.38,80.01,145,244,4.46,4365834030.61
2002,Canada,Hajj,157185,52.09,47.91,31.2,3834.79,85.06,47,20,3.49,336185031.34
2002,Canada,Umrah,183933,50.35,49.65,38.1,9368.6,86.59,382,146,3.83,1600751955.49
2002,Canada,Ziyarat,54170,58.58,41.42,40.4,9412.74,75.91,373,150,4.74,576897073.23
2002,Australia,Hajj,148279,63.9,36.1,48.9,6704.89,97.06,314,137,4.96,1006407820.97
2002,Australia,Umrah,125076,52.84,47.16,54.9,3645.32,84.73,328,202,3.04,589422777.11
2002,Australia,Ziyarat,332192,58.46,41.54,40.2,10799.01,76.44,301,153,3.02,4388914174.5
2002,Germany,Hajj,56831,60.05,39.95,42.0,10678.79,75.9,383,127,4.58,577327378.25
2002,Germany,Umrah,402650,61.41,38.59,40.1,6585.62,70.39,449,39,4.3,1366973385.16
2002,Germany,Ziyarat,449975,49.16,50.84,29.3,6532.23,75.27,379,229,4.09,4355241947.99
2002,France,Hajj,173017,52.51,47.49,52.1,6051.46,98.92,142,243,3.64,753960486.3
2002,France,Umrah,248381,59.58,40.42,46.3,8919.66,80.86,79,131,3.7,3166551394.42
2002,France,Ziyarat,332069,49.35,50.65,47.9,6581.89,70.15,143,216,3.1,2362711591.18
2002,Italy,Hajj,200784,56.67,43.33,51.5,9393.34,93.29,333,218,3.03,1333881876.85
2002,Italy,Umrah,439219,59.85,40.15,33.1,3547.24,95.82,432,224,4.21,1453882316.7
2002,Italy,Ziyarat,50913,62.78,37.22,45.4,8140.11,74.54,189,278,4.43,367279412.26
2002,Spain,Hajj,21999,51.28,48.72,35.2,3756.58,82.32,223,147,4.01,56850430.54
2002,Spain,Umrah,294360,56.69,43.31,32.0,6160.52,83.07,337,233,3.86,1902889145.81
2002,Spain,Ziyarat,212352,50.28,49.72,56.2,8181.93,79.41,192,165,3.93,1352530440.68
2002,China,Hajj,202530,56.91,43.09,35.9,8450.67,93.63,407,288,4.97,2202219590.07
2002,China,Umrah,447361,58.98,41.02,39.1,6039.64,70.9,82,31,3.07,3726421197.74
2002,China,Ziyarat,479786,61.49,38.51,46.9,10510.26,92.73,236,65,3.4,5114286842.37
2002,Japan,Hajj,103046,63.02,36.98,57.9,10166.86,94.5,350,191,4.41,1537184941.5
2002,Japan,Umrah,494498,64.98,35.02,37.8,9355.93,93.39,477,172,4.14,3719836948.34
2002,Japan,Ziyarat,482964,47.6,52.4,28.7,5284.48,92.73,478,95,3.03,3226899906.45
2002,South Korea,Hajj,373753,59.12,40.88,37.3,2892.77,84.84,461,12,4.25,1475199937.85
2002,South Korea,Umrah,101393,52.81,47.19,30.1,8202.38,91.26,469,83,3.28,897232438.17
2002,South Korea,Ziyarat,118711,56.94,43.06,55.8,11255.96,79.92,216,200,3.42,1998471662.47
2002,Russia,Hajj,171667,54.88,45.12,53.8,6342.25,97.26,33,212,4.9,1451127438.3
2002,Russia,Umrah,24610,58.55,41.45,39.2,11387.77,74.85,152,68,4.39,321909536.18
2002,Russia,Ziyarat,89425,56.09,43.91,50.4,10007.72,82.0,123,223,4.16,852798577.23
2002,Brazil,Hajj,64821,48.39,51.61,28.6,9680.58,87.68,62,216,4.68,817520214.34
2002,Brazil,Umrah,454757,63.2,36.8,47.2,11512.12,95.57,341,239,4.29,3028875881.52
2002,Brazil,Ziyarat,375250,56.86,43.14,38.6,2045.89,70.92,315,218,4.21,1060200903.16
2002,South Africa,Hajj,444439,58.81,41.19,45.9,6766.54,98.31,459,164,4.47,2365311463.96
2002,South Africa,Umrah,125318,47.5,52.5,34.0,3770.38,90.05,242,128,4.24,680760313.79
2002,South Africa,Ziyarat,145148,46.25,53.75,38.1,2203.67,98.28,452,282,4.71,459945104.55
2002,Kenya,Hajj,92954,56.04,43.96,51.7,5870.29,74.88,270,285,3.11,787060960.83
2002,Kenya,Umrah,495399,48.35,51.65,32.4,11717.31,92.02,315,81,3.88,4518229506.5
2002,Kenya,Ziyarat,328943,49.15,50.85,46.9,3806.92,70.6,157,48,3.73,1069049944.3
2002,Ethiopia,Hajj,481172,46.25,53.75,34.3,9994.75,74.26,467,175,4.73,3149662776.6
2002,Ethiopia,Umrah,414046,46.97,53.03,52.9,8920.09,87.9,209,201,4.16,3713673240.84
2002,Ethiopia,Ziyarat,158837,51.23,48.77,28.1,3329.56,95.39,84,256,4.97,473701714.66
2002,Thailand,Hajj,428350,46.14,53.86,40.6,6313.53,91.03,195,27,4.33,3453652823.06
2002,Thailand,Umrah,92438,48.98,51.02,29.3,2826.74,86.31,51,49,3.74,181645754.17
2002,Thailand,Ziyarat,59353,54.42,45.58,47.7,7375.58,89.92,463,258,4.72,396965408.48
2002,Singapore,Hajj,469310,58.97,41.03,40.5,6895.43,96.2,384,238,4.02,4000588545.27
2002,Singapore,Umrah,347203,54.79,45.21,47.3,3913.18,86.03,300,169,3.56,858207414.3
2002,Singapore,Ziyarat,388095,48.71,51.29,36.4,3796.45,75.3,245,217,3.57,2102700294.07
2002,Philippines,Hajj,339535,56.18,43.82,39.1,9749.25,77.33,413,265,3.17,3498181669.54
2002,Philippines,Umrah,125606,56.46,43.54,38.1,11879.48,70.73,306,263,4.04,1524890787.0
2002,Philippines,Ziyarat,288006,50.26,49.74,28.0,10642.02,92.99,295,214,3.46,2345833072.6
2002,Nepal,Hajj,74504,52.02,47.98,30.8,6604.37,96.7,128,288,3.58,348146920.35
2002,Nepal,Umrah,475489,60.72,39.28,45.7,1567.57,92.4,208,281,4.23,939472753.51
2002,Nepal,Ziyarat,455046,56.94,43.06,58.0,9579.21,81.54,113,278,4.35,5504928299.28
2002,Sri Lanka,Hajj,186871,51.81,48.19,43.3,7958.86,96.41,221,62,3.1,795563322.0
2002,Sri Lanka,Umrah,58664,62.06,37.94,55.9,11962.18,93.08,350,107,3.43,586667391.45
2002,Sri Lanka,Ziyarat,461843,59.49,40.51,31.3,7887.35,78.15,209,277,3.76,4740799156.05
2002,Uzbekistan,Hajj,21061,46.11,53.89,45.1,8340.91,76.11,240,222,4.13,251054859.14
2002,Uzbekistan,Umrah,181469,46.32,53.68,28.6,10182.01,85.22,252,236,3.84,1464347794.02
2002,Uzbekistan,Ziyarat,229404,64.23,35.77,48.0,11298.65,77.7,292,15,4.36,2119052445.87
2002,Kazakhstan,Hajj,377673,57.39,42.61,46.0,6816.47,80.16,196,173,4.93,1313674709.29
2002,Kazakhstan,Umrah,467111,55.86,44.14,38.4,6074.27,93.04,271,247,3.16,2675056149.97
2002,Kazakhstan,Ziyarat,272136,46.78,53.22,57.8,7180.53,98.56,491,217,3.91,1364907936.45
2002,Azerbaijan,Hajj,390946,46.85,53.15,32.9,7749.73,74.36,161,246,3.89,3034324948.44
2002,Azerbaijan,Umrah,333953,45.1,54.9,29.8,11000.05,88.78,379,19,3.35,2917738616.89
2002,Azerbaijan,Ziyarat,223306,60.14,39.86,29.7,1572.22,76.16,200,53,3.82,316822347.72
2002,Bosnia and Herzegovina,Hajj,285926,52.14,47.86,50.7,4598.26,78.67,387,138,3.88,1616778594.76
2002,Bosnia and Herzegovina,Umrah,156426,51.84,48.16,40.9,10224.97,73.48,465,262,3.99,1279468269.21
2002,Bosnia and Herzegovina,Ziyarat,59195,59.68,40.32,47.0,7627.85,81.31,89,122,3.09,324157735.96
2002,Netherlands,Hajj,177502,58.17,41.83,55.9,10120.3,86.43,170,201,4.8,1615871698.93
2002,Netherlands,Umrah,58592,63.85,36.15,30.5,4166.35,92.62,397,246,3.15,210314988.33
2002,Netherlands,Ziyarat,25922,64.61,35.39,34.4,2205.96,87.25,468,197,4.23,77966917.86
2002,Sweden,Hajj,175091,47.07,52.93,33.2,7463.73,78.59,464,229,4.97,992762123.39
2002,Sweden,Umrah,298561,53.62,46.38,38.4,2028.67,71.53,95,287,3.45,674711477.75
2002,Sweden,Ziyarat,221896,47.76,52.24,48.7,10926.31,91.61,41,175,4.79,3137137597.69
2002,Norway,Hajj,437829,61.11,38.89,37.8,3695.12,72.46,356,87,4.83,1724103035.63
2002,Norway,Umrah,242069,52.62,47.38,52.3,10148.05,81.15,260,254,3.41,1269426494.17
2002,Norway,Ziyarat,149341,46.53,53.47,40.6,7817.66,97.18,493,29,3.5,1347478704.69
2002,Denmark,Hajj,427641,64.42,35.58,44.9,9004.91,71.99,403,53,3.23,4285230671.82
2002,Denmark,Umrah,29042,45.88,54.12,48.8,8306.48,76.71,182,131,4.67,317147015.92
2002,Denmark,Ziyarat,67780,53.76,46.24,55.0,11603.75,82.88,183,150,4.06,816218535.35
2002,Belgium,Hajj,105260,46.4,53.6,39.9,3408.68,74.55,239,199,3.31,258366129.95
2002,Belgium,Umrah,381671,62.59,37.41,44.7,3929.5,84.57,190,168,4.92,1080507766.59
2002,Belgium,Ziyarat,320143,46.0,54.0,41.9,5485.98,79.18,483,295,4.5,1811259719.96
2002,Switzerland,Hajj,305228,60.62,39.38,39.9,6160.99,95.91,170,131,3.47,1142622518.55
2002,Switzerland,Umrah,270308,63.3,36.7,35.5,10364.23,84.04,115,238,4.8,2003669869.21
2002,Switzerland,Ziyarat,339199,45.79,54.21,36.2,1566.98,98.37,407,223,4.64,499931806.57
2002,Austria,Hajj,350280,53.0,47.0,51.5,4292.25,98.72,22,85,4.32,1786213818.61
2002,Austria,Umrah,117752,51.09,48.91,33.9,2189.77,95.73,88,56,3.99,365358219.55
2002,Austria,Ziyarat,199840,48.2,51.8,33.1,5890.52,91.96,225,103,3.2,608112788.07
2003,Pakistan,Hajj,424149,48.19,51.81,38.1,2306.48,76.81,104,223,4.95,621664463.6
2003,Pakistan,Umrah,133447,50.6,49.4,36.3,1877.27,96.88,350,281,4.15,223684555.47
2003,Pakistan,Ziyarat,382844,59.62,40.38,56.4,9706.96,79.1,258,85,3.73,3962323038.85
2003,Saudi Arabia,Hajj,141949,55.88,44.12,36.3,8949.11,77.87,282,200,3.75,1333666109.19
2003,Saudi Arabia,Umrah,159599,46.86,53.14,40.3,3215.03,76.43,484,17,4.86,305488960.24
2003,Saudi Arabia,Ziyarat,466595,46.01,53.99,46.8,4516.93,78.11,289,80,3.1,2091844693.78
2003,India,Hajj,393388,59.55,40.45,42.5,8784.96,86.03,480,115,3.42,2752249419.92
2003,India,Umrah,159934,48.08,51.92,32.5,4315.83,80.47,425,233,4.36,384247530.01
2003,India,Ziyarat,25323,56.7,43.3,38.1,9929.94,77.15,393,230,3.69,210546754.96
2003,Indonesia,Hajj,100598,50.95,49.05,34.9,5818.69,76.98,258,157,4.35,775206649.24
2003,Indonesia,Umrah,88793,45.91,54.09,47.7,7119.1,72.38,343,299,3.06,597061099.12
2003,Indonesia,Ziyarat,444902,64.77,35.23,57.3,9835.09,89.12,460,198,4.28,6498605840.8
2003,Malaysia,Hajj,267431,57.39,42.61,40.3,5988.61,79.58,292,153,4.29,838458210.64
2003,Malaysia,Umrah,251686,58.78,41.22,52.7,7340.0,92.61,429,104,3.94,1833025411.4
2003,Malaysia,Ziyarat,274279,50.88,49.12,34.3,9536.32,77.34,299,269,3.21,1637256119.21
2003,Turkey,Hajj,114863,46.87,53.13,56.9,2918.34,74.4,302,191,4.21,396395863.11
2003,Turkey,Umrah,184515,45.03,54.97,39.3,3005.65,70.53,285,234,4.25,691614030.63
2003,Turkey,Ziyarat,374193,50.02,49.98,47.5,3729.51,73.54,261,292,4.47,1174107734.73
2003,Bangladesh,Hajj,59745,56.88,43.12,40.3,2827.06,70.81,29,235,4.68,165982958.63
2003,Bangladesh,Umrah,484809,53.53,46.47,44.4,3333.8,78.58,178,66,4.93,889614547.25
2003,Bangladesh,Ziyarat,19859,56.84,43.16,33.0,1759.18,80.52,129,155,3.25,45423431.18
2003,Egypt,Hajj,408769,53.13,46.87,32.3,9004.55,78.51,225,136,4.4,5154065394.0
2003,Egypt,Umrah,335456,51.16,48.84,53.1,7952.1,86.85,170,132,3.16,3799399216.63
2003,Egypt,Ziyarat,81436,57.67,42.33,45.8,1670.56,91.13,419,96,4.11,114648253.56
2003,Nigeria,Hajj,240295,61.27,38.73,55.7,6337.03,84.47,280,118,4.79,1743408482.7
2003,Nigeria,Umrah,192135,60.6,39.4,31.5,1500.32,90.65,292,92,3.3,170680745.33
2003,Nigeria,Ziyarat,394919,62.02,37.98,56.7,7440.32,84.92,345,104,3.76,3253121872.66
2003,Iran,Hajj,238979,49.51,50.49,39.7,6540.5,74.0,115,84,4.66,2308291850.87
2003,Iran,Umrah,271186,55.64,44.36,54.2,11953.47,86.9,212,67,3.95,2652625776.74
